ID_Rendicion,ID_Empleado,Fecha,Concepto,Monto,Detalle,Documento_Adjunto,Es_Fraude
1,108,2025-02-11,Gastos de Representación,358.460369804422,Gastos de Representación,Factura,0
2,101,2025-01-18,Gastos de Representación,214.7168762862862,Gastos de Representación,Factura,0
3,108,2025-03-02,Otros,171.38714943418037,Gastos de Representación,Factura,0
4,105,2025-03-24,Material de Oficina,202.6249768778478,Material de Oficina,Ticket,0
5,107,2025-02-27,Otros,178.7853328797121,Viáticos,Recibo,0
6,104,2025-02-12,Viáticos,340.21454659146923,Viáticos,Factura,0
7,104,2025-01-20,Otros,326.37627929202694,Material de Oficina,Ticket,0
8,109,2025-01-18,Material de Oficina,424.9413006661689,Viáticos,Factura,0
9,105,2025-02-09,Material de Oficina,419.14503159572456,Otros,Recibo,0
10,100,2025-02-16,Otros,484.9694740010311,Otros,Factura,0
11,103,2025-02-04,Viáticos,141.43841364723357,Gastos de Representación,Recibo,0
12,101,2025-01-01,Otros,269.44421701723707,Material de Oficina,Recibo,0
13,110,2025-01-20,Material de Oficina,182.31578596596717,Viáticos,Recibo,0
14,106,2025-02-01,Material de Oficina,493.5740018479324,Viáticos,,0
15,102,2025-01-13,Gastos de Representación,218.8849641213117,Viáticos,Recibo,0
16,105,2025-01-31,Otros,243.56976976925318,Material de Oficina,Ticket,0
17,108,2025-02-11,Viáticos,308.47283510500324,Material de Oficina,Ticket,0
18,101,2025-01-29,Gastos de Representación,188.76148770588026,Viáticos,Ticket,0
19,100,2025-01-18,Gastos de Representación,234.919137432332,Viáticos,,0
20,108,2025-02-18,Material de Oficina,98.24858781351917,Otros,,0
21,106,2025-01-20,Viáticos,230.19392585977653,Gastos de Representación,Recibo,0
22,109,2025-01-21,Gastos de Representación,28.1609983500933,Gastos de Representación,Recibo,0
23,110,2025-02-14,Viáticos,437.04626161436454,Material de Oficina,,0
24,108,2025-03-09,Otros,122.12553438622125,Material de Oficina,,0
25,105,2025-02-02,Gastos de Representación,126.42442773940148,Material de Oficina,Factura,0
26,108,2025-03-13,Viáticos,415.85553583117905,Otros,,0
27,101,2025-01-15,Otros,188.41308343494651,Otros,Recibo,0
28,110,2025-02-04,Otros,49.58902281667585,Gastos de Representación,Ticket,0
29,103,2025-02-22,Material de Oficina,10.322691533833337,Otros,Ticket,0
30,104,2025-01-28,Gastos de Representación,202.7572978418229,Gastos de Representación,,0
